label shape (60000, 919)
loss:  488 :  tf.Tensor(0.0539749376475811, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  489 :  tf.Tensor(0.05577843636274338, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  490 :  tf.Tensor(0.0703882947564125, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  491 :  tf.Tensor(0.07216128706932068, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  492 :  tf.Tensor(0.09291310608386993, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  493 :  tf.Tensor(0.15278397500514984, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  494 :  tf.Tensor(0.1225874125957489, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  495 :  tf.Tensor(0.09031310677528381, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  496 :  tf.Tensor(0.15871724486351013, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  497 :  tf.Tensor(0.10412345081567764, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  498 :  tf.Tensor(0.09988757967948914, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  499 :  tf.Tensor(0.07571849972009659, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  500 :  tf.Tensor(0.16430114209651947, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  501 :  tf.Tensor(0.10645843297243118, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  502 :  tf.Tensor(0.14295388758182526, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  503 :  tf.Tensor(0.10697972029447556, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  504 :  tf.Tensor(0.10874240845441818, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  505 :  tf.Tensor(0.12485089898109436, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  506 :  tf.Tensor(0.16675078868865967, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  507 :  tf.Tensor(0.13839460909366608, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  508 :  tf.Tensor(0.1681210696697235, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  509 :  tf.Tensor(0.1412741243839264, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  510 :  tf.Tensor(0.2131151258945465, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  511 :  tf.Tensor(0.1144152283668518, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  512 :  tf.Tensor(0.11919986456632614, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  513 :  tf.Tensor(0.08848347514867783, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  514 :  tf.Tensor(0.07195509225130081, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  515 :  tf.Tensor(0.04549586400389671, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  516 :  tf.Tensor(0.04779328778386116, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  517 :  tf.Tensor(0.07857516407966614, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  518 :  tf.Tensor(0.0461653433740139, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  519 :  tf.Tensor(0.06733599305152893, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  520 :  tf.Tensor(0.07725270092487335, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  521 :  tf.Tensor(0.1824629157781601, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  522 :  tf.Tensor(0.2299012392759323, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  523 :  tf.Tensor(0.1513046771287918, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  524 :  tf.Tensor(0.13610205054283142, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  525 :  tf.Tensor(0.16405777633190155, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  526 :  tf.Tensor(0.17480038106441498, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  527 :  tf.Tensor(0.1301727294921875, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  528 :  tf.Tensor(0.13094252347946167, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  529 :  tf.Tensor(0.1951601207256317, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  530 :  tf.Tensor(0.1920010894536972, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  531 :  tf.Tensor(0.06453784555196762, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  532 :  tf.Tensor(0.06602901220321655, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  533 :  tf.Tensor(0.053055405616760254, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  534 :  tf.Tensor(0.0546981543302536, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  535 :  tf.Tensor(0.05366869270801544, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  536 :  tf.Tensor(0.06810181587934494, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  537 :  tf.Tensor(0.06622404605150223, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  538 :  tf.Tensor(0.04696883261203766, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  539 :  tf.Tensor(0.05660282447934151, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  540 :  tf.Tensor(0.13589738309383392, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  541 :  tf.Tensor(0.08215504884719849, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  542 :  tf.Tensor(0.12456324696540833, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  543 :  tf.Tensor(0.11013299971818924, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  544 :  tf.Tensor(0.16279186308383942, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  545 :  tf.Tensor(0.14635436236858368, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  546 :  tf.Tensor(0.15340621769428253, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  547 :  tf.Tensor(0.11828401684761047, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  548 :  tf.Tensor(0.15692560374736786, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  549 :  tf.Tensor(0.12119586765766144, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  550 :  tf.Tensor(0.12809020280838013, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  551 :  tf.Tensor(0.09408678114414215, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  552 :  tf.Tensor(0.11212418228387833, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  553 :  tf.Tensor(0.14716115593910217, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  554 :  tf.Tensor(0.09692903608083725, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  555 :  tf.Tensor(0.1615392118692398, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  556 :  tf.Tensor(0.10186325013637543, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  557 :  tf.Tensor(0.12678739428520203, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  558 :  tf.Tensor(0.11433133482933044, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  559 :  tf.Tensor(0.1357821375131607, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  560 :  tf.Tensor(0.0934508889913559, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  561 :  tf.Tensor(0.13957281410694122, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  562 :  tf.Tensor(0.11983146518468857, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  563 :  tf.Tensor(0.10444139689207077, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  564 :  tf.Tensor(0.14012151956558228, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  565 :  tf.Tensor(0.1315845549106598, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  566 :  tf.Tensor(0.08907181769609451, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  567 :  tf.Tensor(0.14936579763889313, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  568 :  tf.Tensor(0.09014640748500824, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  569 :  tf.Tensor(0.10072530806064606, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  570 :  tf.Tensor(0.13610504567623138, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  571 :  tf.Tensor(0.07200124859809875, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  572 :  tf.Tensor(0.1411411315202713, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  573 :  tf.Tensor(0.1030893325805664, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  574 :  tf.Tensor(0.09633397310972214, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  575 :  tf.Tensor(0.10343880951404572, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  576 :  tf.Tensor(0.08071140944957733, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  577 :  tf.Tensor(0.11397157609462738, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  578 :  tf.Tensor(0.09861165285110474, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  579 :  tf.Tensor(0.08305484056472778, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  580 :  tf.Tensor(0.11661850661039352, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  581 :  tf.Tensor(0.09909506142139435, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  582 :  tf.Tensor(0.09101738035678864, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  583 :  tf.Tensor(0.09601745754480362, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  584 :  tf.Tensor(0.07855500280857086, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  585 :  tf.Tensor(0.09345801174640656, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  586 :  tf.Tensor(0.0995028018951416, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  587 :  tf.Tensor(0.06097767502069473, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  588 :  tf.Tensor(0.06073294207453728, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  589 :  tf.Tensor(0.08499013632535934, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  590 :  tf.Tensor(0.06827834248542786, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  591 :  tf.Tensor(0.14888499677181244, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  592 :  tf.Tensor(0.09865641593933105, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  593 :  tf.Tensor(0.09002608060836792, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  594 :  tf.Tensor(0.1371309608221054, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  595 :  tf.Tensor(0.1426602154970169, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  596 :  tf.Tensor(0.12044587731361389, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  597 :  tf.Tensor(0.0972617045044899, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  598 :  tf.Tensor(0.14859937131404877, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  599 :  tf.Tensor(0.1592462807893753, shape=(), dtype=float64)
-----------epoch 2--------------
inputs.shape:  (100, 1000, 4)
loss:  0 :  tf.Tensor(0.1150728315114975, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  1 :  tf.Tensor(0.10018089413642883, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  2 :  tf.Tensor(0.11848867684602737, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  3 :  tf.Tensor(0.1534862369298935, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  4 :  tf.Tensor(0.1324268877506256, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  5 :  tf.Tensor(0.15846100449562073, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  6 :  tf.Tensor(0.12693201005458832, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  7 :  tf.Tensor(0.10635048896074295, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  8 :  tf.Tensor(0.0957789495587349, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  9 :  tf.Tensor(0.07722283899784088, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  10 :  tf.Tensor(0.12230795621871948, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  11 :  tf.Tensor(0.12365622818470001, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  12 :  tf.Tensor(0.17805854976177216, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  13 :  tf.Tensor(0.15053445100784302, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  14 :  tf.Tensor(0.15043501555919647, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  15 :  tf.Tensor(0.15170183777809143, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  16 :  tf.Tensor(0.1596582978963852, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  17 :  tf.Tensor(0.1464163064956665, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  18 :  tf.Tensor(0.1352473795413971, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  19 :  tf.Tensor(0.14332866668701172, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  20 :  tf.Tensor(0.12690243124961853, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  21 :  tf.Tensor(0.16871371865272522, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  22 :  tf.Tensor(0.12890806794166565, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  23 :  tf.Tensor(0.14606842398643494, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  24 :  tf.Tensor(0.08869214355945587, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  25 :  tf.Tensor(0.10667939484119415, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  26 :  tf.Tensor(0.0808769166469574, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  27 :  tf.Tensor(0.10233011096715927, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  28 :  tf.Tensor(0.16902023553848267, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  29 :  tf.Tensor(0.16004043817520142, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  30 :  tf.Tensor(0.11486370116472244, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  31 :  tf.Tensor(0.08266395330429077, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  32 :  tf.Tensor(0.10531559586524963, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  33 :  tf.Tensor(0.11258299648761749, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  34 :  tf.Tensor(0.07030940800905228, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  35 :  tf.Tensor(0.11627589911222458, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  36 :  tf.Tensor(0.16597862541675568, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  37 :  tf.Tensor(0.11531969904899597, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  38 :  tf.Tensor(0.08482728898525238, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  39 :  tf.Tensor(0.05574363097548485, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  40 :  tf.Tensor(0.04683513194322586, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  41 :  tf.Tensor(0.08462356775999069, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  42 :  tf.Tensor(0.0533001646399498, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  43 :  tf.Tensor(0.04828063026070595, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  44 :  tf.Tensor(0.09004843980073929, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  45 :  tf.Tensor(0.06620168685913086, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  46 :  tf.Tensor(0.08917924761772156, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  47 :  tf.Tensor(0.10274826735258102, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  48 :  tf.Tensor(0.08285921812057495, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  49 :  tf.Tensor(0.051693812012672424, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  50 :  tf.Tensor(0.14865079522132874, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  51 :  tf.Tensor(0.08444284647703171, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  52 :  tf.Tensor(0.08926257491111755, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  53 :  tf.Tensor(0.10730323195457458, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  54 :  tf.Tensor(0.1105690449476242, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  55 :  tf.Tensor(0.14101511240005493, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  56 :  tf.Tensor(0.04929329827427864, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  57 :  tf.Tensor(0.03706447035074234, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  58 :  tf.Tensor(0.03984542936086655, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  59 :  tf.Tensor(0.040448445826768875, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  60 :  tf.Tensor(0.07331856340169907, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  61 :  tf.Tensor(0.044561658054590225, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  62 :  tf.Tensor(0.030926160514354706, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  63 :  tf.Tensor(0.028325658291578293, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  64 :  tf.Tensor(0.06087272986769676, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  65 :  tf.Tensor(0.04623314365744591, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  66 :  tf.Tensor(0.0477677620947361, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  67 :  tf.Tensor(0.04398691654205322, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  68 :  tf.Tensor(0.08353175967931747, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  69 :  tf.Tensor(0.13006167113780975, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  70 :  tf.Tensor(0.106524258852005, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  71 :  tf.Tensor(0.08258362114429474, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  72 :  tf.Tensor(0.11201607435941696, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  73 :  tf.Tensor(0.18108989298343658, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  74 :  tf.Tensor(0.1266784816980362, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  75 :  tf.Tensor(0.09165510535240173, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  76 :  tf.Tensor(0.15556050837039948, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  77 :  tf.Tensor(0.13367190957069397, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  78 :  tf.Tensor(0.0972713977098465, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  79 :  tf.Tensor(0.1269495040178299, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  80 :  tf.Tensor(0.10318442434072495, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  81 :  tf.Tensor(0.1650499850511551, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  82 :  tf.Tensor(0.1567745804786682, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  83 :  tf.Tensor(0.11083255708217621, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  84 :  tf.Tensor(0.1208014041185379, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  85 :  tf.Tensor(0.07072419673204422, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  86 :  tf.Tensor(0.06856369227170944, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  87 :  tf.Tensor(0.0776827335357666, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  88 :  tf.Tensor(0.057825904339551926, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  89 :  tf.Tensor(0.08863286674022675, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  90 :  tf.Tensor(0.08178901672363281, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  91 :  tf.Tensor(0.07391343265771866, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  92 :  tf.Tensor(0.07576382905244827, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  93 :  tf.Tensor(0.09301049262285233, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  94 :  tf.Tensor(0.07224862277507782, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  95 :  tf.Tensor(0.08357571810483932, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  96 :  tf.Tensor(0.10869062691926956, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  97 :  tf.Tensor(0.0627605989575386, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  98 :  tf.Tensor(0.18745309114456177, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  99 :  tf.Tensor(0.13078400492668152, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  100 :  tf.Tensor(0.12298223376274109, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  101 :  tf.Tensor(0.12321546673774719, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  102 :  tf.Tensor(0.1121978685259819, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  103 :  tf.Tensor(0.1326541304588318, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  104 :  tf.Tensor(0.09481433779001236, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  105 :  tf.Tensor(0.09736736118793488, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  106 :  tf.Tensor(0.1380365490913391, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  107 :  tf.Tensor(0.1254616379737854, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  108 :  tf.Tensor(0.10362360626459122, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  109 :  tf.Tensor(0.07653331756591797, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  110 :  tf.Tensor(0.09193496406078339, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  111 :  tf.Tensor(0.11674096435308456, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  112 :  tf.Tensor(0.11209100484848022, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  113 :  tf.Tensor(0.11308229714632034, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  114 :  tf.Tensor(0.12378164380788803, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  115 :  tf.Tensor(0.20608185231685638, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  116 :  tf.Tensor(0.1094735637307167, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  117 :  tf.Tensor(0.10154518485069275, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  118 :  tf.Tensor(0.09491916745901108, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  119 :  tf.Tensor(0.10608774423599243, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  120 :  tf.Tensor(0.13485676050186157, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  121 :  tf.Tensor(0.12312912195920944, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  122 :  tf.Tensor(0.12583452463150024, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  123 :  tf.Tensor(0.12938450276851654, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  124 :  tf.Tensor(0.06331045925617218, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  125 :  tf.Tensor(0.11973755806684494, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  126 :  tf.Tensor(0.1023421511054039, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  127 :  tf.Tensor(0.09592578560113907, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  128 :  tf.Tensor(0.13548783957958221, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  129 :  tf.Tensor(0.11399845033884048, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  130 :  tf.Tensor(0.1380707025527954, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  131 :  tf.Tensor(0.07806320488452911, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  132 :  tf.Tensor(0.09896081686019897, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
